권역	지역	예보일자	예보시간	기온(°C)	습도(%)	체감온도(°C)	폭염단계	강수형태	강수량(mm)	풍속(m/s)	풍속단계
대구(경북)	청송	2026-07-20	18:00	27	85	29.4	정상	비	29.0mm	0.6	정상
충청	괴산	2026-07-20	16:00	27	85	29.4	정상	비	2.0mm	0.2	정상
호남	익산	2026-07-20	9:00	27	85	29.4	정상	비	2.0mm	1	정상
대구(경북)	구미	2026-07-20	9:00	27	85	29.4	정상	비	2.0mm	0.1	정상
충청	단양	2026-07-20	10:00	27	85	29.4	정상	비	1mm 미만	0.1	정상
충청	서천	2026-07-20	11:00	27	85	29.4	정상	비	1mm 미만	0.4	정상
충청	당진	2026-07-20	12:00	27	85	29.4	정상	비	10.0mm	1.7	정상
충청	금산	2026-07-20	15:00	27	85	29.4	정상	비	1.0mm	1.2	정상
충청	금산	2026-07-20	11:00	27	85	29.4	정상	없음	강수없음	0.7	정상
충청	보령	2026-07-20	10:00	27	85	29.4	정상	없음	강수없음	2	정상
충청	보은	2026-07-20	10:00	27	85	29.4	정상	없음	강수없음	0.8	정상
충청	서산	2026-07-20	13:00	27	85	29.4	정상	없음	강수없음	1.1	정상
충청	영동	2026-07-20	9:00	26	100	29.4	정상	없음	강수없음	0.1	정상
충청	옥천	2026-07-20	10:00	27	85	29.4	정상	없음	강수없음	0.4	정상
충청	음성	2026-07-20	17:00	27	85	29.4	정상	없음	강수없음	0.6	정상
호남	군산	2026-07-20	10:00	27	85	29.4	정상	없음	강수없음	1.2	정상
호남	보성	2026-07-20	9:00	26	100	29.4	정상	없음	강수없음	1.3	정상
대구(경북)	경산	2026-07-20	11:00	27	85	29.4	정상	없음	강수없음	2.1	정상
대구(경북)	성주	2026-07-20	9:00	27	85	29.4	정상	없음	강수없음	0.8	정상
대구(경북)	안동	2026-07-20	10:00	27	85	29.4	정상	없음	강수없음	0.5	정상
대구(경북)	영덕	2026-07-20	14:00	27	85	29.4	정상	없음	강수없음	1.2	정상
대구(경북)	영양	2026-07-20	16:00	27	85	29.4	정상	없음	강수없음	0.6	정상
대구(경북)	예천	2026-07-20	11:00	27	85	29.4	정상	없음	강수없음	0.6	정상
대구(경북)	울진	2026-07-20	15:00	27	85	29.4	정상	없음	강수없음	0.8	정상
대구(경북)	청도	2026-07-20	12:00	27	85	29.4	정상	없음	강수없음	2.1	정상
대구(경북)	청도	2026-07-20	18:00	27	85	29.4	정상	없음	강수없음	2	정상
대구(경북)	청송	2026-07-20	10:00	27	85	29.4	정상	없음	강수없음	0.5	정상
부산(경남)	사천	2026-07-20	9:00	26	100	29.4	정상	없음	강수없음	2.3	정상
충청	제천	2026-07-20	14:00	28	70	29.3	정상	비	3.0mm	0.6	정상
충청	제천	2026-07-20	13:00	28	70	29.3	정상	없음	강수없음	0.2	정상
호남	고창	2026-07-20	9:00	26	95	29.1	정상	비	4.0mm	0.8	정상
호남	무주	2026-07-20	9:00	26	95	29.1	정상	비	1mm 미만	1.5	정상
충청	영동	2026-07-20	18:00	26	95	29.1	정상	비	19.0mm	0.6	정상
충청	영동	2026-07-20	10:00	26	95	29.1	정상	없음	강수없음	0.1	정상
호남	곡성	2026-07-20	9:00	26	95	29.1	정상	없음	강수없음	1.5	정상
호남	구례	2026-07-20	9:00	26	95	29.1	정상	없음	강수없음	1.1	정상
호남	완주	2026-07-20	9:00	26	95	29.1	정상	없음	강수없음	1.8	정상
호남	진안	2026-07-20	17:00	26	95	29.1	정상	없음	강수없음	2	정상
호남	화순	2026-07-20	9:00	26	95	29.1	정상	없음	강수없음	1.2	정상
대구(경북)	청도	2026-07-20	10:00	26	95	29.1	정상	없음	강수없음	1.7	정상
부산(경남)	거제	2026-07-20	9:00	26	95	29.1	정상	없음	강수없음	2.6	정상
부산(경남)	거제	2026-07-20	10:00	26	95	29.1	정상	없음	강수없음	2.6	정상
부산(경남)	거제	2026-07-20	18:00	26	95	29.1	정상	없음	강수없음	3.8	정상
충청	예산	2026-07-20	12:00	27	80	29	정상	비	9.0mm	1.7	정상
충청	천안	2026-07-20	11:00	27	80	29	정상	비	9.0mm	0.8	정상
충청	홍성	2026-07-20	11:00	27	80	29	정상	비	8.0mm	1.1	정상
충청	아산	2026-07-20	11:00	27	80	29	정상	비	7.0mm	1.7	정상
충청	청양	2026-07-20	12:00	27	80	29	정상	비	6.0mm	0.5	정상
충청	보령	2026-07-20	11:00	27	80	29	정상	비	5.0mm	2.4	정상
충청	단양	2026-07-20	17:00	27	80	29	정상	비	4.0mm	0.6	정상
충청	단양	2026-07-20	18:00	27	80	29	정상	비	4.0mm	0.2	정상
충청	세종	2026-07-20	11:00	27	80	29	정상	비	4.0mm	0.2	정상
충청	음성	2026-07-20	12:00	27	80	29	정상	비	4.0mm	0.1	정상
충청	제천	2026-07-20	17:00	27	80	29	정상	비	4.0mm	0.5	정상
대구(경북)	영양	2026-07-20	14:00	27	80	29	정상	비	4.0mm	1.5	정상
충청	논산	2026-07-20	10:00	27	80	29	정상	비	3.0mm	0.7	정상
충청	제천	2026-07-20	11:00	27	80	29	정상	비	3.0mm	0.2	정상
충청	진천	2026-07-20	12:00	27	80	29	정상	비	2.0mm	0.3	정상
충청	공주	2026-07-20	11:00	27	80	29	정상	비	1mm 미만	0.5	정상
충청	괴산	2026-07-20	15:00	27	80	29	정상	비	1mm 미만	0.8	정상
충청	충주	2026-07-20	10:00	27	80	29	정상	비	1mm 미만	0.1	정상
대구(경북)	영양	2026-07-20	13:00	27	80	29	정상	비	1mm 미만	1.3	정상
대구(경북)	영양	2026-07-20	15:00	27	80	29	정상	비	13.0mm	1.2	정상
대구(경북)	예천	2026-07-20	16:00	27	80	29	정상	비	10.0mm	1.1	정상
충청	증평	2026-07-20	10:00	27	80	29	정상	비	1.0mm	0.3	정상
충청	계룡	2026-07-20	11:00	27	80	29	정상	없음	강수없음	0.6	정상
충청	대전	2026-07-20	10:00	27	80	29	정상	없음	강수없음	0.8	정상
충청	청주	2026-07-20	10:00	27	80	29	정상	없음	강수없음	0.3	정상
대구(경북)	예천	2026-07-20	13:00	27	80	29	정상	없음	강수없음	0.5	정상
대구(경북)	울진	2026-07-20	11:00	27	80	29	정상	없음	강수없음	0.7	정상
대구(경북)	울진	2026-07-20	12:00	27	80	29	정상	없음	강수없음	1	정상
대구(경북)	울진	2026-07-20	13:00	27	80	29	정상	없음	강수없음	0.8	정상
대구(경북)	울진	2026-07-20	14:00	27	80	29	정상	없음	강수없음	0.8	정상
대구(경북)	포항	2026-07-20	9:00	27	80	29	정상	없음	강수없음	1.2	정상
충청	보령	2026-07-20	9:00	26	90	28.7	정상	비	7.0mm	1.8	정상
호남	무주	2026-07-20	18:00	26	90	28.7	정상	비	6.0mm	1.2	정상
호남	장수	2026-07-20	9:00	26	90	28.7	정상	비	5.0mm	0.3	정상
대구(경북)	예천	2026-07-20	17:00	26	90	28.7	정상	비	4.0mm	0.2	정상
대구(경북)	영양	2026-07-20	17:00	26	90	28.7	정상	비	11.0mm	0.1	정상
충청	진천	2026-07-20	18:00	26	90	28.7	정상	비	1.0mm	0.6	정상
충청	금산	2026-07-20	10:00	26	90	28.7	정상	없음	강수없음	0.3	정상
충청	금산	2026-07-20	18:00	26	90	28.7	정상	없음	강수없음	1.1	정상
충청	단양	2026-07-20	9:00	26	90	28.7	정상	없음	강수없음	0.1	정상
충청	보은	2026-07-20	9:00	26	90	28.7	정상	없음	강수없음	0.1	정상
충청	옥천	2026-07-20	9:00	26	90	28.7	정상	없음	강수없음	0.1	정상
호남	임실	2026-07-20	9:00	26	90	28.7	정상	없음	강수없음	1.6	정상
호남	진안	2026-07-20	11:00	26	90	28.7	정상	없음	강수없음	2.2	정상
대구(경북)	군위	2026-07-20	9:00	26	90	28.7	정상	없음	강수없음	0.7	정상
대구(경북)	문경	2026-07-20	9:00	26	90	28.7	정상	없음	강수없음	0.2	정상
대구(경북)	상주	2026-07-20	10:00	26	90	28.7	정상	없음	강수없음	0.4	정상
대구(경북)	상주	2026-07-20	18:00	26	90	28.7	정상	없음	강수없음	0.1	정상
대구(경북)	안동	2026-07-20	9:00	26	90	28.7	정상	없음	강수없음	0.2	정상
대구(경북)	영주	2026-07-20	12:00	26	90	28.7	정상	없음	강수없음	1.4	정상
대구(경북)	예천	2026-07-20	10:00	26	90	28.7	정상	없음	강수없음	0.1	정상
대구(경북)	청송	2026-07-20	9:00	26	90	28.7	정상	없음	강수없음	0.2	정상
대구(경북)	칠곡	2026-07-20	9:00	26	90	28.7	정상	없음	강수없음	0.6	정상
부산(경남)	거창	2026-07-20	9:00	26	90	28.7	정상	없음	강수없음	1	정상
충청	괴산	2026-07-20	11:00	27	75	28.6	정상	없음	강수없음	0.2	정상
충청	아산	2026-07-20	10:00	26	85	28.4	정상	비	9.0mm	1.3	정상
충청	홍성	2026-07-20	10:00	26	85	28.4	정상	비	9.0mm	1.2	정상
충청	천안	2026-07-20	10:00	26	85	28.4	정상	비	8.0mm	0.8	정상
충청	진천	2026-07-20	11:00	26	85	28.4	정상	비	7.0mm	0.3	정상
충청	당진	2026-07-20	11:00	26	85	28.4	정상	비	6.0mm	1.6	정상
충청	청양	2026-07-20	11:00	26	85	28.4	정상	비	6.0mm	0.4	정상
호남	군산	2026-07-20	9:00	26	85	28.4	정상	비	5.0mm	1.8	정상
충청	세종	2026-07-20	10:00	26	85	28.4	정상	비	4.0mm	0.6	정상
충청	제천	2026-07-20	18:00	26	85	28.4	정상	비	4.0mm	0.1	정상
대구(경북)	영덕	2026-07-20	16:00	26	85	28.4	정상	비	4.0mm	1.3	정상
대구(경북)	영주	2026-07-20	13:00	26	85	28.4	정상	비	3.0mm	0.6	정상
충청	논산	2026-07-20	9:00	26	85	28.4	정상	비	2.0mm	1	정상
충청	충주	2026-07-20	9:00	26	85	28.4	정상	비	2.0mm	0.1	정상
충청	공주	2026-07-20	10:00	26	85	28.4	정상	비	1mm 미만	0.1	정상
충청	괴산	2026-07-20	10:00	26	85	28.4	정상	비	1mm 미만	0.1	정상
충청	제천	2026-07-20	10:00	26	85	28.4	정상	비	1mm 미만	0.1	정상
충청	서산	2026-07-20	12:00	26	85	28.4	정상	비	11.0mm	1.5	정상
충청	태안	2026-07-20	11:00	26	85	28.4	정상	비	11.0mm	1.9	정상
충청	증평	2026-07-20	9:00	26	85	28.4	정상	비	1.0mm	0.1	정상
충청	청주	2026-07-20	9:00	26	85	28.4	정상	비	1.0mm	0.3	정상
충청	괴산	2026-07-20	18:00	26	85	28.4	정상	없음	강수없음	0.4	정상
충청	서천	2026-07-20	10:00	26	85	28.4	정상	없음	강수없음	1.1	정상
충청	음성	2026-07-20	10:00	26	85	28.4	정상	없음	강수없음	0.4	정상
대구(경북)	영양	2026-07-20	12:00	26	85	28.4	정상	없음	강수없음	1	정상
대구(경북)	영주	2026-07-20	15:00	26	85	28.4	정상	없음	강수없음	1	정상
대구(경북)	울진	2026-07-20	16:00	26	85	28.4	정상	없음	강수없음	1	정상
대구(경북)	청도	2026-07-20	9:00	25	100	28.4	정상	없음	강수없음	1	정상
대구(경북)	영주	2026-07-20	14:00	26	80	28	정상	비	5.0mm	0.8	정상
충청	음성	2026-07-20	11:00	26	80	28	정상	비	3.0mm	0.2	정상
대구(경북)	영덕	2026-07-20	13:00	26	80	28	정상	비	3.0mm	1.4	정상
대구(경북)	영덕	2026-07-20	15:00	26	80	28	정상	비	13.0mm	1.2	정상
충청	부여	2026-07-20	10:00	26	80	28	정상	비	1.0mm	1.6	정상
충청	계룡	2026-07-20	10:00	26	80	28	정상	없음	강수없음	0.4	정상
충청	금산	2026-07-20	9:00	25	95	28	정상	없음	강수없음	0.1	정상
충청	태안	2026-07-20	9:00	25	95	28	정상	없음	강수없음	1.3	정상
호남	진안	2026-07-20	10:00	25	95	28	정상	없음	강수없음	1.8	정상
호남	진안	2026-07-20	18:00	25	95	28	정상	없음	강수없음	1.7	정상
대구(경북)	경산	2026-07-20	9:00	25	95	28	정상	없음	강수없음	1.5	정상
대구(경북)	상주	2026-07-20	9:00	25	95	28	정상	없음	강수없음	0.4	정상
대구(경북)	울진	2026-07-20	10:00	26	80	28	정상	없음	강수없음	0.7	정상
부산(경남)	함양	2026-07-20	9:00	25	95	28	정상	없음	강수없음	1	정상
충청	당진	2026-07-20	9:00	25	90	27.7	정상	비	8.0mm	1.2	정상
충청	천안	2026-07-20	9:00	25	90	27.7	정상	비	8.0mm	0.5	정상
대구(경북)	예천	2026-07-20	18:00	25	90	27.7	정상	비	8.0mm	0.6	정상
대구(경북)	영양	2026-07-20	18:00	25	90	27.7	정상	비	7.0mm	0.3	정상
충청	홍성	2026-07-20	9:00	25	90	27.7	정상	비	6.0mm	1.3	정상
충청	세종	2026-07-20	9:00	25	90	27.7	정상	비	4.0mm	0.4	정상
충청	음성	2026-07-20	9:00	25	90	27.7	정상	비	1mm 미만	0.1	정상
충청	예산	2026-07-20	10:00	25	90	27.7	정상	비	10.0mm	1.6	정상
충청	태안	2026-07-20	10:00	25	90	27.7	정상	비	10.0mm	1.8	정상
충청	계룡	2026-07-20	9:00	25	90	27.7	정상	없음	강수없음	0.4	정상
충청	괴산	2026-07-20	9:00	25	90	27.7	정상	없음	강수없음	0.5	정상
충청	서천	2026-07-20	9:00	25	90	27.7	정상	없음	강수없음	1.6	정상
충청	아산	2026-07-20	9:00	25	90	27.7	정상	없음	강수없음	1.2	정상
대구(경북)	영주	2026-07-20	16:00	25	90	27.7	정상	없음	강수없음	0.3	정상
충청	예산	2026-07-20	11:00	25	85	27.3	정상	비	8.0mm	1.3	정상
충청	서산	2026-07-20	11:00	25	85	27.3	정상	비	7.0mm	1.6	정상
충청	진천	2026-07-20	10:00	25	85	27.3	정상	비	7.0mm	0.1	정상
충청	부여	2026-07-20	9:00	25	85	27.3	정상	비	6.0mm	2	정상
충청	당진	2026-07-20	10:00	25	85	27.3	정상	비	10.0mm	1.3	정상
충청	대전	2026-07-20	9:00	25	85	27.3	정상	없음	강수없음	0.4	정상
대구(경북)	영덕	2026-07-20	12:00	25	85	27.3	정상	없음	강수없음	1.1	정상
대구(경북)	영양	2026-07-20	11:00	25	85	27.3	정상	없음	강수없음	0.8	정상
대구(경북)	울진	2026-07-20	9:00	25	85	27.3	정상	없음	강수없음	0.3	정상
대구(경북)	울진	2026-07-20	17:00	25	85	27.3	정상	없음	강수없음	0.8	정상
충청	서산	2026-07-20	10:00	24	90	24	정상	비	9.0mm	1.1	정상
충청	서산	2026-07-20	9:00	24	95	24	정상	비	8.0mm	1	정상
충청	공주	2026-07-20	9:00	24	90	24	정상	비	4.0mm	0.5	정상
충청	진천	2026-07-20	9:00	24	90	24	정상	비	4.0mm	0.1	정상
충청	청양	2026-07-20	10:00	24	90	24	정상	비	4.0mm	0.2	정상
충청	제천	2026-07-20	9:00	24	90	24	정상	비	1mm 미만	0.1	정상
대구(경북)	예천	2026-07-20	9:00	24	100	24	정상	비	1.0mm	0.1	정상
충청	예산	2026-07-20	9:00	24	95	24	정상	없음	강수없음	1.7	정상
호남	진안	2026-07-20	9:00	24	100	24	정상	없음	강수없음	1.8	정상
대구(경북)	영덕	2026-07-20	11:00	24	90	24	정상	없음	강수없음	0.8	정상
대구(경북)	영덕	2026-07-20	17:00	24	85	24	정상	없음	강수없음	1.2	정상
대구(경북)	영덕	2026-07-20	18:00	24	90	24	정상	없음	강수없음	0.8	정상
대구(경북)	영양	2026-07-20	10:00	24	90	24	정상	없음	강수없음	0.8	정상
대구(경북)	영주	2026-07-20	10:00	24	95	24	정상	없음	강수없음	0.6	정상
대구(경북)	영주	2026-07-20	11:00	24	95	24	정상	없음	강수없음	1.2	정상
대구(경북)	영주	2026-07-20	17:00	24	90	24	정상	없음	강수없음	0.4	정상
대구(경북)	울진	2026-07-20	18:00	24	90	24	정상	없음	강수없음	0.5	정상
충청	청양	2026-07-20	9:00	23	90	23	정상	비	9.0mm	0.4	정상
대구(경북)	영주	2026-07-20	18:00	23	95	23	정상	비	8.0mm	0.1	정상
대구(경북)	봉화	2026-07-20	14:00	23	90	23	정상	비	2.0mm	1.3	정상
대구(경북)	봉화	2026-07-20	13:00	23	90	23	정상	없음	강수없음	1.3	정상
대구(경북)	영덕	2026-07-20	10:00	23	90	23	정상	없음	강수없음	0.5	정상
대구(경북)	영양	2026-07-20	9:00	23	95	23	정상	없음	강수없음	0.8	정상
대구(경북)	영주	2026-07-20	9:00	23	95	23	정상	없음	강수없음	0.4	정상
대구(경북)	봉화	2026-07-20	17:00	22	95	22	정상	비	5.0mm	0.8	정상
대구(경북)	봉화	2026-07-20	15:00	22	90	22	정상	비	4.0mm	1.2	정상
대구(경북)	봉화	2026-07-20	16:00	22	90	22	정상	비	27.0mm	0.7	정상
대구(경북)	봉화	2026-07-20	11:00	22	95	22	정상	없음	강수없음	1.3	정상
대구(경북)	봉화	2026-07-20	12:00	22	95	22	정상	없음	강수없음	1.5	정상
대구(경북)	영덕	2026-07-20	9:00	22	95	22	정상	없음	강수없음	0.1	정상
대구(경북)	봉화	2026-07-20	18:00	21	100	21	정상	비	2.0mm	0.6	정상
대구(경북)	봉화	2026-07-20	10:00	21	100	21	정상	없음	강수없음	0.9	정상
대구(경북)	봉화	2026-07-20	9:00	20	100	20	정상	비	5.0mm	0.8	정상
